"States and selected areas: Employment status of the civilian noninstitutional population, January 1976 to date, seasonally adjusted",,,,,,,,,,
"States and selected areas: Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
1,Alabama,2021,5,"3,970,531","2,246,731",56.6,"2,167,046",54.6,"79,685",3.5
2,Alaska,2021,5,"545,278","350,892",64.4,"326,963",60,"23,929",6.8
4,Arizona,2021,5,"5,742,426","3,527,159",61.4,"3,331,776",58,"195,383",5.5
5,Arkansas,2021,5,"2,351,031","1,329,205",56.5,"1,271,347",54.1,"57,858",4.4
6,California,2021,5,"31,009,877","18,931,653",61.1,"17,426,862",56.2,"1,504,791",7.9
37,Los Angeles County,2021,5,"7,972,311","5,015,157",62.9,"4,524,124",56.7,"491,033",9.8
8,Colorado,2021,5,"4,618,357","3,145,954",68.1,"2,960,040",64.1,"185,914",5.9
9,Connecticut,2021,5,"2,920,323","1,798,908",61.6,"1,674,811",57.4,"124,097",6.9
10,Delaware,2021,5,"804,059","495,278",61.6,"466,283",58,"28,995",5.9
11,District of Columbia,2021,5,"545,439","376,133",69,"349,453",64.1,"26,680",7.1
12,Florida,2021,5,"17,688,733","10,273,326",58.1,"9,765,894",55.2,"507,432",4.9
13,Georgia,2021,5,"8,354,449","5,155,856",61.7,"4,941,942",59.2,"213,914",4.1
15,Hawaii,2021,5,"1,125,063","674,948",60,"628,784",55.9,"46,164",6.8
16,Idaho,2021,5,"1,461,515","919,166",62.9,"884,793",60.5,"34,373",3.7
17,Illinois,2021,5,"10,058,128","6,318,723",62.8,"5,905,095",58.7,"413,628",6.5
18,Indiana,2021,5,"5,306,714","3,339,813",62.9,"3,198,714",60.3,"141,099",4.2
19,Iowa,2021,5,"2,501,003","1,681,741",67.2,"1,610,232",64.4,"71,509",4.3
20,Kansas,2021,5,"2,251,636","1,501,166",66.7,"1,447,618",64.3,"53,548",3.6
21,Kentucky,2021,5,"3,520,233","2,006,189",57,"1,914,971",54.4,"91,218",4.5
22,Louisiana,2021,5,"3,565,786","2,060,736",57.8,"1,934,923",54.3,"125,813",6.1
23,Maine,2021,5,"1,139,017","690,803",60.6,"656,299",57.6,"34,504",5
24,Maryland,2021,5,"4,864,296","3,157,542",64.9,"2,977,700",61.2,"179,842",5.7
25,Massachusetts,2021,5,"5,731,959","3,731,791",65.1,"3,518,927",61.4,"212,864",5.7
26,Michigan,2021,5,"8,040,755","4,762,749",59.2,"4,467,667",55.6,"295,082",6.2
27,Minnesota,2021,5,"4,490,811","3,044,721",67.8,"2,925,474",65.1,"119,247",3.9
28,Mississippi,2021,5,"2,272,905","1,253,577",55.2,"1,179,389",51.9,"74,188",5.9
29,Missouri,2021,5,"4,844,066","3,031,756",62.6,"2,895,286",59.8,"136,470",4.5
30,Montana,2021,5,"879,010","547,866",62.3,"528,083",60.1,"19,783",3.6
31,Nebraska,2021,5,"1,505,501","1,042,629",69.3,"1,013,971",67.4,"28,658",2.7
32,Nevada,2021,5,"2,488,831","1,502,319",60.4,"1,394,032",56,"108,287",7.2
33,New Hampshire,2021,5,"1,146,130","754,378",65.8,"726,382",63.4,"27,996",3.7
34,New Jersey,2021,5,"7,387,693","4,655,631",63,"4,331,017",58.6,"324,614",7
35,New Mexico,2021,5,"1,669,559","941,000",56.4,"870,374",52.1,"70,626",7.5
36,New York,2021,5,"16,051,986","9,528,597",59.4,"8,815,435",54.9,"713,162",7.5
51000,New York city,2021,5,"6,900,182","4,083,917",59.2,"3,654,819",53,"429,098",10.5
37,North Carolina,2021,5,"8,291,921","4,870,000",58.7,"4,618,640",55.7,"251,360",5.2
38,North Dakota,2021,5,"594,244","406,911",68.5,"393,874",66.3,"13,037",3.2
39,Ohio,2021,5,"9,301,355","5,714,959",61.4,"5,401,766",58.1,"313,193",5.5
40,Oklahoma,2021,5,"3,049,667","1,868,523",61.3,"1,784,632",58.5,"83,891",4.5
41,Oregon,2021,5,"3,453,729","2,148,244",62.2,"2,027,919",58.7,"120,325",5.6
42,Pennsylvania,2021,5,"10,468,902","6,443,655",61.6,"6,038,680",57.7,"404,975",6.3
44,Rhode Island,2021,5,"897,518","573,694",63.9,"539,233",60.1,"34,461",6
45,South Carolina,2021,5,"4,099,068","2,359,999",57.6,"2,263,095",55.2,"96,904",4.1
46,South Dakota,2021,5,"680,414","468,641",68.9,"455,576",67,"13,065",2.8
47,Tennessee,2021,5,"5,486,487","3,315,372",60.4,"3,154,943",57.5,"160,429",4.8
48,Texas,2021,5,"22,429,794","14,242,444",63.5,"13,392,866",59.7,"849,578",6
49,Utah,2021,5,"2,469,238","1,678,582",68,"1,630,043",66,"48,539",2.9
50,Vermont,2021,5,"538,284","336,044",62.4,"322,819",60,"13,225",3.9
51,Virginia,2021,5,"6,776,688","4,311,370",63.6,"4,130,207",60.9,"181,163",4.2
53,Washington,2021,5,"6,137,806","3,864,740",63,"3,651,800",59.5,"212,940",5.5
54,West Virginia,2021,5,"1,438,777","774,829",53.9,"731,862",50.9,"42,967",5.5
55,Wisconsin,2021,5,"4,698,164","3,115,826",66.3,"2,986,537",63.6,"129,289",4.1
56,Wyoming,2021,5,"452,589","289,693",64,"275,597",60.9,"14,096",4.9
1,Alabama,2021,6,"3,972,834","2,246,086",56.5,"2,168,344",54.6,"77,742",3.5
2,Alaska,2021,6,"545,448","351,760",64.5,"327,925",60.1,"23,835",6.8
4,Arizona,2021,6,"5,751,115","3,529,388",61.4,"3,343,352",58.1,"186,036",5.3
5,Arkansas,2021,6,"2,352,698","1,329,495",56.5,"1,273,862",54.1,"55,633",4.2
6,California,2021,6,"30,998,897","19,021,706",61.4,"17,531,606",56.6,"1,490,100",7.8
37,Los Angeles County,2021,6,"7,962,566","5,042,818",63.3,"4,559,422",57.3,"483,396",9.6
8,Colorado,2021,6,"4,622,422","3,156,937",68.3,"2,971,478",64.3,"185,459",5.9
9,Connecticut,2021,6,"2,923,276","1,821,119",62.3,"1,696,789",58,"124,330",6.8
10,Delaware,2021,6,"805,246","495,461",61.5,"466,791",58,"28,670",5.8
11,District of Columbia,2021,6,"545,433","378,758",69.4,"351,274",64.4,"27,484",7.3
12,Florida,2021,6,"17,711,967","10,327,183",58.3,"9,824,662",55.5,"502,521",4.9
13,Georgia,2021,6,"8,362,320","5,159,290",61.7,"4,951,488",59.2,"207,802",4
15,Hawaii,2021,6,"1,125,092","674,449",59.9,"632,076",56.2,"42,373",6.3
16,Idaho,2021,6,"1,465,805","921,003",62.8,"887,474",60.5,"33,529",3.6
17,Illinois,2021,6,"10,055,580","6,333,987",63,"5,926,403",58.9,"407,584",6.4
18,Indiana,2021,6,"5,310,027","3,337,514",62.9,"3,200,597",60.3,"136,917",4.1
19,Iowa,2021,6,"2,502,341","1,686,356",67.4,"1,615,870",64.6,"70,486",4.2
20,Kansas,2021,6,"2,252,455","1,501,793",66.7,"1,448,723",64.3,"53,070",3.5
21,Kentucky,2021,6,"3,520,988","2,008,577",57,"1,916,836",54.4,"91,741",4.6
22,Louisiana,2021,6,"3,565,073","2,062,258",57.8,"1,940,227",54.4,"122,031",5.9
23,Maine,2021,6,"1,140,503","692,172",60.7,"657,063",57.6,"35,109",5.1
24,Maryland,2021,6,"4,865,880","3,163,117",65,"2,984,360",61.3,"178,757",5.7
25,Massachusetts,2021,6,"5,734,413","3,741,081",65.2,"3,529,682",61.6,"211,399",5.7
26,Michigan,2021,6,"8,041,064","4,771,523",59.3,"4,476,635",55.7,"294,888",6.2
27,Minnesota,2021,6,"4,493,035","3,045,820",67.8,"2,928,620",65.2,"117,200",3.8
28,Mississippi,2021,6,"2,272,962","1,253,279",55.1,"1,181,547",52,"71,732",5.7
29,Missouri,2021,6,"4,846,808","3,031,482",62.5,"2,900,125",59.8,"131,357",4.3
30,Montana,2021,6,"880,668","548,685",62.3,"529,274",60.1,"19,411",3.5
31,Nebraska,2021,6,"1,506,158","1,043,149",69.3,"1,015,122",67.4,"28,027",2.7
32,Nevada,2021,6,"2,491,973","1,502,781",60.3,"1,399,047",56.1,"103,734",6.9
33,New Hampshire,2021,6,"1,147,084","753,877",65.7,"726,781",63.4,"27,096",3.6
34,New Jersey,2021,6,"7,390,145","4,675,819",63.3,"4,339,051",58.7,"336,768",7.2
35,New Mexico,2021,6,"1,670,331","944,491",56.5,"874,370",52.3,"70,121",7.4
36,New York,2021,6,"16,040,522","9,562,450",59.6,"8,848,615",55.2,"713,835",7.5
51000,New York city,2021,6,"6,882,158","4,113,756",59.8,"3,676,017",53.4,"437,739",10.6
37,North Carolina,2021,6,"8,303,050","4,902,210",59,"4,653,657",56,"248,553",5.1
38,North Dakota,2021,6,"594,367","407,042",68.5,"394,738",66.4,"12,304",3
39,Ohio,2021,6,"9,301,463","5,717,634",61.5,"5,413,205",58.2,"304,429",5.3
40,Oklahoma,2021,6,"3,052,311","1,869,168",61.2,"1,788,708",58.6,"80,460",4.3
41,Oregon,2021,6,"3,456,053","2,148,611",62.2,"2,032,858",58.8,"115,753",5.4
42,Pennsylvania,2021,6,"10,473,917","6,439,657",61.5,"6,046,529",57.7,"393,128",6.1
44,Rhode Island,2021,6,"897,907","574,851",64,"540,158",60.2,"34,693",6
45,South Carolina,2021,6,"4,104,744","2,362,726",57.6,"2,267,011",55.2,"95,715",4.1
46,South Dakota,2021,6,"681,209","469,358",68.9,"456,392",67,"12,966",2.8
47,Tennessee,2021,6,"5,491,180","3,320,763",60.5,"3,166,104",57.7,"154,659",4.7
48,Texas,2021,6,"22,460,771","14,293,474",63.6,"13,458,377",59.9,"835,097",5.8
49,Utah,2021,6,"2,474,580","1,682,235",68,"1,634,976",66.1,"47,259",2.8
50,Vermont,2021,6,"538,793","336,363",62.4,"324,063",60.1,"12,300",3.7
51,Virginia,2021,6,"6,780,050","4,315,413",63.6,"4,142,224",61.1,"173,189",4
53,Washington,2021,6,"6,141,227","3,876,632",63.1,"3,668,923",59.7,"207,709",5.4
54,West Virginia,2021,6,"1,438,755","775,369",53.9,"733,762",51,"41,607",5.4
55,Wisconsin,2021,6,"4,699,354","3,115,301",66.3,"2,990,682",63.6,"124,619",4
56,Wyoming,2021,6,"452,943","289,267",63.9,"275,702",60.9,"13,565",4.7
1,Alabama,2021,7,"3,975,305","2,244,635",56.5,"2,169,979",54.6,"74,656",3.3
2,Alaska,2021,7,"545,820","351,643",64.4,"329,032",60.3,"22,611",6.4
4,Arizona,2021,7,"5,760,332","3,528,648",61.3,"3,353,894",58.2,"174,754",5
5,Arkansas,2021,7,"2,354,528","1,328,697",56.4,"1,276,218",54.2,"52,479",3.9
6,California,2021,7,"30,990,053","19,022,070",61.4,"17,618,817",56.9,"1,403,253",7.4
37,Los Angeles County,2021,7,"7,952,806","5,035,676",63.3,"4,585,601",57.7,"450,075",8.9
8,Colorado,2021,7,"4,626,964","3,159,664",68.3,"2,981,834",64.4,"177,830",5.6
9,Connecticut,2021,7,"2,926,494","1,837,533",62.8,"1,717,657",58.7,"119,876",6.5
10,Delaware,2021,7,"806,519","494,667",61.3,"466,974",57.9,"27,693",5.6
11,District of Columbia,2021,7,"545,455","380,109",69.7,"353,122",64.7,"26,987",7.1
12,Florida,2021,7,"17,736,643","10,355,846",58.4,"9,878,127",55.7,"477,719",4.6
13,Georgia,2021,7,"8,370,398","5,158,041",61.6,"4,958,581",59.2,"199,460",3.9
15,Hawaii,2021,7,"1,125,429","670,908",59.6,"634,453",56.4,"36,455",5.4
16,Idaho,2021,7,"1,470,214","922,511",62.7,"890,019",60.5,"32,492",3.5
17,Illinois,2021,7,"10,053,050","6,337,445",63,"5,945,446",59.1,"391,999",6.2
18,Indiana,2021,7,"5,313,730","3,331,612",62.7,"3,200,981",60.2,"130,631",3.9
19,Iowa,2021,7,"2,503,880","1,688,119",67.4,"1,620,274",64.7,"67,845",4
20,Kansas,2021,7,"2,253,558","1,500,749",66.6,"1,449,353",64.3,"51,396",3.4
21,Kentucky,2021,7,"3,522,100","2,010,660",57.1,"1,919,010",54.5,"91,650",4.6
22,Louisiana,2021,7,"3,564,718","2,058,572",57.7,"1,944,377",54.5,"114,195",5.5
23,Maine,2021,7,"1,142,049","691,520",60.6,"657,452",57.6,"34,068",4.9
24,Maryland,2021,7,"4,867,983","3,157,758",64.9,"2,989,172",61.4,"168,586",5.3
25,Massachusetts,2021,7,"5,737,253","3,737,030",65.1,"3,538,385",61.7,"198,645",5.3
26,Michigan,2021,7,"8,042,021","4,776,166",59.4,"4,489,009",55.8,"287,157",6
27,Minnesota,2021,7,"4,495,579","3,044,667",67.7,"2,930,977",65.2,"113,690",3.7
28,Mississippi,2021,7,"2,273,248","1,251,780",55.1,"1,183,253",52.1,"68,527",5.5
29,Missouri,2021,7,"4,849,671","3,028,922",62.5,"2,903,936",59.9,"124,986",4.1
30,Montana,2021,7,"882,388","549,170",62.2,"530,376",60.1,"18,794",3.4
31,Nebraska,2021,7,"1,506,899","1,043,415",69.2,"1,016,162",67.4,"27,253",2.6
32,Nevada,2021,7,"2,495,357","1,500,937",60.1,"1,402,771",56.2,"98,166",6.5
33,New Hampshire,2021,7,"1,148,131","752,637",65.6,"727,074",63.3,"25,563",3.4
34,New Jersey,2021,7,"7,393,113","4,666,409",63.1,"4,344,127",58.8,"322,282",6.9
35,New Mexico,2021,7,"1,671,299","945,065",56.5,"877,848",52.5,"67,217",7.1
36,New York,2021,7,"16,030,418","9,546,990",59.6,"8,875,303",55.4,"671,687",7
51000,New York city,2021,7,"6,864,155","4,100,730",59.7,"3,692,518",53.8,"408,212",10
37,North Carolina,2021,7,"8,315,222","4,929,804",59.3,"4,687,739",56.4,"242,065",4.9
38,North Dakota,2021,7,"594,568","407,014",68.5,"395,460",66.5,"11,554",2.8
39,Ohio,2021,7,"9,302,335","5,714,843",61.4,"5,422,301",58.3,"292,542",5.1
40,Oklahoma,2021,7,"3,055,043","1,867,786",61.1,"1,792,452",58.7,"75,334",4
41,Oregon,2021,7,"3,458,607","2,143,855",62,"2,036,462",58.9,"107,393",5
42,Pennsylvania,2021,7,"10,479,756","6,429,471",61.4,"6,053,193",57.8,"376,278",5.9
44,Rhode Island,2021,7,"898,329","574,413",63.9,"541,121",60.2,"33,292",5.8
45,South Carolina,2021,7,"4,109,984","2,362,898",57.5,"2,269,723",55.2,"93,175",3.9
46,South Dakota,2021,7,"682,055","469,644",68.9,"457,009",67,"12,635",2.7
47,Tennessee,2021,7,"5,496,413","3,323,648",60.5,"3,176,752",57.8,"146,896",4.4
48,Texas,2021,7,"22,493,366","14,316,723",63.6,"13,519,847",60.1,"796,876",5.6
49,Utah,2021,7,"2,480,107","1,684,956",67.9,"1,639,449",66.1,"45,507",2.7
50,Vermont,2021,7,"539,318","336,444",62.4,"324,979",60.3,"11,465",3.4
51,Virginia,2021,7,"6,784,235","4,315,098",63.6,"4,152,339",61.2,"162,759",3.8
53,Washington,2021,7,"6,145,358","3,881,691",63.2,"3,681,380",59.9,"200,311",5.2
54,West Virginia,2021,7,"1,438,810","774,920",53.9,"735,241",51.1,"39,679",5.1
55,Wisconsin,2021,7,"4,700,827","3,111,133",66.2,"2,992,763",63.7,"118,370",3.8
56,Wyoming,2021,7,"453,339","288,626",63.7,"275,658",60.8,"12,968",4.5
1,Alabama,2021,8,"3,977,723","2,244,628",56.4,"2,173,361",54.6,"71,267",3.2
2,Alaska,2021,8,"545,872","352,154",64.5,"330,342",60.5,"21,812",6.2
4,Arizona,2021,8,"5,769,854","3,527,366",61.1,"3,364,299",58.3,"163,067",4.6
5,Arkansas,2021,8,"2,356,351","1,328,807",56.4,"1,279,213",54.3,"49,594",3.7
6,California,2021,8,"30,997,976","19,051,120",61.5,"17,712,871",57.1,"1,338,249",7
37,Los Angeles County,2021,8,"7,949,886","5,038,995",63.4,"4,612,170",58,"426,825",8.5
8,Colorado,2021,8,"4,631,528","3,162,084",68.3,"2,992,928",64.6,"169,156",5.3
9,Connecticut,2021,8,"2,927,534","1,854,908",63.4,"1,739,016",59.4,"115,892",6.2
10,Delaware,2021,8,"807,802","493,924",61.1,"467,193",57.8,"26,731",5.4
11,District of Columbia,2021,8,"545,653","381,363",69.9,"354,836",65,"26,527",7
12,Florida,2021,8,"17,770,205","10,388,465",58.5,"9,929,578",55.9,"458,887",4.4
13,Georgia,2021,8,"8,380,818","5,157,022",61.5,"4,966,279",59.3,"190,743",3.7
15,Hawaii,2021,8,"1,125,451","668,067",59.4,"636,561",56.6,"31,506",4.7
16,Idaho,2021,8,"1,473,198","924,110",62.7,"892,640",60.6,"31,470",3.4
17,Illinois,2021,8,"10,049,835","6,343,084",63.1,"5,968,435",59.4,"374,649",5.9
18,Indiana,2021,8,"5,316,503","3,325,574",62.6,"3,201,499",60.2,"124,075",3.7
19,Iowa,2021,8,"2,504,837","1,688,101",67.4,"1,623,689",64.8,"64,412",3.8
20,Kansas,2021,8,"2,254,401","1,498,856",66.5,"1,449,889",64.3,"48,967",3.3
21,Kentucky,2021,8,"3,523,016","2,013,575",57.2,"1,922,807",54.6,"90,768",4.5
22,Louisiana,2021,8,"3,563,304","2,055,547",57.7,"1,948,614",54.7,"106,933",5.2
23,Maine,2021,8,"1,143,157","691,114",60.5,"657,858",57.5,"33,256",4.8
24,Maryland,2021,8,"4,868,622","3,155,354",64.8,"2,995,302",61.5,"160,052",5.1
25,Massachusetts,2021,8,"5,738,320","3,735,590",65.1,"3,546,575",61.8,"189,015",5.1
26,Michigan,2021,8,"8,044,602","4,781,835",59.4,"4,506,196",56,"275,639",5.8
27,Minnesota,2021,8,"4,496,833","3,045,048",67.7,"2,935,142",65.3,"109,906",3.6
28,Mississippi,2021,8,"2,273,365","1,250,509",55,"1,185,744",52.2,"64,765",5.2
29,Missouri,2021,8,"4,851,589","3,026,938",62.4,"2,908,294",59.9,"118,644",3.9
30,Montana,2021,8,"883,875","549,781",62.2,"531,715",60.2,"18,066",3.3
31,Nebraska,2021,8,"1,507,753","1,043,805",69.2,"1,017,309",67.5,"26,496",2.5
32,Nevada,2021,8,"2,498,581","1,499,092",60,"1,406,208",56.3,"92,884",6.2
33,New Hampshire,2021,8,"1,149,423","751,573",65.4,"727,598",63.3,"23,975",3.2
34,New Jersey,2021,8,"7,394,625","4,665,376",63.1,"4,349,663",58.8,"315,713",6.8
35,New Mexico,2021,8,"1,671,969","945,761",56.6,"881,407",52.7,"64,354",6.8
36,New York,2021,8,"16,024,186","9,548,560",59.6,"8,902,049",55.6,"646,511",6.8
51000,New York city,2021,8,"6,857,801","4,104,382",59.8,"3,708,200",54.1,"396,182",9.7
37,North Carolina,2021,8,"8,326,468","4,960,319",59.6,"4,724,123",56.7,"236,196",4.8
38,North Dakota,2021,8,"594,854","407,211",68.5,"396,278",66.6,"10,933",2.7
39,Ohio,2021,8,"9,304,975","5,711,029",61.4,"5,430,959",58.4,"280,070",4.9
40,Oklahoma,2021,8,"3,057,689","1,866,145",61,"1,796,598",58.8,"69,547",3.7
41,Oregon,2021,8,"3,459,026","2,141,553",61.9,"2,040,251",59,"101,302",4.7
42,Pennsylvania,2021,8,"10,480,152","6,418,830",61.2,"6,061,557",57.8,"357,273",5.6
44,Rhode Island,2021,8,"898,459","573,872",63.9,"542,286",60.4,"31,586",5.5
45,South Carolina,2021,8,"4,116,866","2,362,324",57.4,"2,272,256",55.2,"90,068",3.8
46,South Dakota,2021,8,"683,210","469,864",68.8,"457,679",67,"12,185",2.6
47,Tennessee,2021,8,"5,503,645","3,325,196",60.4,"3,186,297",57.9,"138,899",4.2
48,Texas,2021,8,"22,531,637","14,345,845",63.7,"13,579,068",60.3,"766,777",5.3
49,Utah,2021,8,"2,484,556","1,687,656",67.9,"1,643,984",66.2,"43,672",2.6
50,Vermont,2021,8,"539,483","336,719",62.4,"325,912",60.4,"10,807",3.2
51,Virginia,2021,8,"6,787,805","4,316,526",63.6,"4,163,470",61.3,"153,056",3.5
53,Washington,2021,8,"6,151,388","3,885,662",63.2,"3,693,043",60,"192,619",5
54,West Virginia,2021,8,"1,438,410","774,270",53.8,"736,634",51.2,"37,636",4.9
55,Wisconsin,2021,8,"4,703,667","3,105,938",66,"2,993,676",63.6,"112,262",3.6
56,Wyoming,2021,8,"453,732","287,986",63.5,"275,627",60.7,"12,359",4.3
1,Alabama,2021,9,"3,979,637","2,246,602",56.5,"2,178,757",54.7,"67,845",3
2,Alaska,2021,9,"545,837","352,421",64.6,"331,769",60.8,"20,652",5.9
4,Arizona,2021,9,"5,778,669","3,527,075",61,"3,375,162",58.4,"151,913",4.3
5,Arkansas,2021,9,"2,357,860","1,330,075",56.4,"1,283,155",54.4,"46,920",3.5
6,California,2021,9,"31,003,072","19,034,138",61.4,"17,795,328",57.4,"1,238,810",6.5
37,Los Angeles County,2021,9,"7,946,930","5,025,635",63.2,"4,633,446",58.3,"392,189",7.8
8,Colorado,2021,9,"4,635,377","3,158,981",68.1,"3,005,121",64.8,"153,860",4.9
9,Connecticut,2021,9,"2,928,169","1,870,297",63.9,"1,759,880",60.1,"110,417",5.9
10,Delaware,2021,9,"808,915","493,212",61,"467,727",57.8,"25,485",5.2
11,District of Columbia,2021,9,"545,860","381,276",69.8,"355,959",65.2,"25,317",6.6
12,Florida,2021,9,"17,801,499","10,408,132",58.5,"9,979,268",56.1,"428,864",4.1
13,Georgia,2021,9,"8,390,329","5,156,521",61.5,"4,974,768",59.3,"181,753",3.5
15,Hawaii,2021,9,"1,125,261","664,429",59,"638,169",56.7,"26,260",4
16,Idaho,2021,9,"1,476,001","925,814",62.7,"895,513",60.7,"30,301",3.3
17,Illinois,2021,9,"10,045,556","6,346,937",63.2,"5,995,721",59.7,"351,216",5.5
18,Indiana,2021,9,"5,318,445","3,320,777",62.4,"3,204,102",60.2,"116,675",3.5
19,Iowa,2021,9,"2,505,407","1,686,143",67.3,"1,625,951",64.9,"60,192",3.6
20,Kansas,2021,9,"2,254,913","1,496,517",66.4,"1,450,741",64.3,"45,776",3.1
21,Kentucky,2021,9,"3,523,297","2,017,319",57.3,"1,928,235",54.7,"89,084",4.4
22,Louisiana,2021,9,"3,561,356","2,052,404",57.6,"1,953,754",54.9,"98,650",4.8
23,Maine,2021,9,"1,144,121","689,909",60.3,"658,190",57.5,"31,719",4.6
24,Maryland,2021,9,"4,868,571","3,146,553",64.6,"3,001,122",61.6,"145,431",4.6
25,Massachusetts,2021,9,"5,738,562","3,731,417",65,"3,555,301",62,"176,116",4.7
26,Michigan,2021,9,"8,045,980","4,786,808",59.5,"4,527,176",56.3,"259,632",5.4
27,Minnesota,2021,9,"4,497,543","3,046,765",67.7,"2,941,782",65.4,"104,983",3.4
28,Mississippi,2021,9,"2,273,165","1,249,882",55,"1,188,811",52.3,"61,071",4.9
29,Missouri,2021,9,"4,852,948","3,024,322",62.3,"2,912,158",60,"112,164",3.7
30,Montana,2021,9,"885,221","550,728",62.2,"533,510",60.3,"17,218",3.1
31,Nebraska,2021,9,"1,508,436","1,044,247",69.2,"1,018,735",67.5,"25,512",2.4
32,Nevada,2021,9,"2,501,458","1,497,056",59.8,"1,409,373",56.3,"87,683",5.9
33,New Hampshire,2021,9,"1,150,530","750,778",65.3,"728,476",63.3,"22,302",3
34,New Jersey,2021,9,"7,395,263","4,646,966",62.8,"4,355,117",58.9,"291,849",6.3
35,New Mexico,2021,9,"1,672,418","944,093",56.5,"884,912",52.9,"59,181",6.3
36,New York,2021,9,"16,015,904","9,527,046",59.5,"8,930,991",55.8,"596,055",6.3
51000,New York city,2021,9,"6,851,459","4,084,699",59.6,"3,723,099",54.3,"361,600",8.9
37,North Carolina,2021,9,"8,336,409","4,989,648",59.9,"4,762,830",57.1,"226,818",4.5
38,North Dakota,2021,9,"595,110","407,563",68.5,"397,187",66.7,"10,376",2.5
39,Ohio,2021,9,"9,306,122","5,705,837",61.3,"5,439,543",58.5,"266,294",4.7
40,Oklahoma,2021,9,"3,059,979","1,865,177",61,"1,801,478",58.9,"63,699",3.4
41,Oregon,2021,9,"3,458,939","2,140,286",61.9,"2,045,840",59.1,"94,446",4.4
42,Pennsylvania,2021,9,"10,478,963","6,408,884",61.2,"6,072,963",58,"335,921",5.2
44,Rhode Island,2021,9,"898,453","572,612",63.7,"543,658",60.5,"28,954",5.1
45,South Carolina,2021,9,"4,123,413","2,361,774",57.3,"2,275,339",55.2,"86,435",3.7
46,South Dakota,2021,9,"684,245","469,879",68.7,"458,303",67,"11,576",2.5
47,Tennessee,2021,9,"5,510,028","3,326,659",60.4,"3,195,382",58,"131,277",3.9
48,Texas,2021,9,"22,567,649","14,365,289",63.7,"13,638,944",60.4,"726,345",5.1
49,Utah,2021,9,"2,488,578","1,690,653",67.9,"1,648,957",66.3,"41,696",2.5
50,Vermont,2021,9,"539,625","337,117",62.5,"326,812",60.6,"10,305",3.1
51,Virginia,2021,9,"6,790,340","4,319,199",63.6,"4,175,354",61.5,"143,845",3.3
53,Washington,2021,9,"6,156,573","3,886,909",63.1,"3,703,619",60.2,"183,290",4.7
54,West Virginia,2021,9,"1,437,778","773,758",53.8,"738,207",51.3,"35,551",4.6
55,Wisconsin,2021,9,"4,705,848","3,100,553",65.9,"2,994,521",63.6,"106,032",3.4
56,Wyoming,2021,9,"454,118","287,437",63.3,"275,679",60.7,"11,758",4.1
1,Alabama,2021,10,"3,981,401","2,251,328",56.5,"2,186,102",54.9,"65,226",2.9
2,Alaska,2021,10,"545,847","353,440",64.8,"333,367",61.1,"20,073",5.7
4,Arizona,2021,10,"5,787,394","3,530,341",61,"3,387,183",58.5,"143,158",4.1
5,Arkansas,2021,10,"2,359,229","1,333,684",56.5,"1,288,557",54.6,"45,127",3.4
6,California,2021,10,"31,008,171","19,067,338",61.5,"17,898,603",57.7,"1,168,735",6.1
37,Los Angeles County,2021,10,"7,944,034","5,031,438",63.3,"4,661,199",58.7,"370,239",7.4
8,Colorado,2021,10,"4,639,234","3,165,836",68.2,"3,019,304",65.1,"146,532",4.6
9,Connecticut,2021,10,"2,928,709","1,888,477",64.5,"1,781,996",60.8,"106,481",5.6
10,Delaware,2021,10,"810,025","493,396",60.9,"468,783",57.9,"24,613",5
11,District of Columbia,2021,10,"546,014","381,539",69.9,"356,832",65.4,"24,707",6.5
12,Florida,2021,10,"17,832,520","10,441,800",58.6,"10,030,546",56.2,"411,254",3.9
13,Georgia,2021,10,"8,399,918","5,162,222",61.5,"4,987,543",59.4,"174,679",3.4
15,Hawaii,2021,10,"1,125,216","661,781",58.8,"640,017",56.9,"21,764",3.3
16,Idaho,2021,10,"1,478,736","928,043",62.8,"898,882",60.8,"29,161",3.1
17,Illinois,2021,10,"10,041,233","6,362,891",63.4,"6,030,624",60.1,"332,267",5.2
